Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Situação totalização;Votos válidos;Votos nominais;Data de carga;eleicao
13897;Branca;Solteiro(a);50 a 54 anos;Feminino;Superior completo;FORTALEZA;LUIZIANNE DE OLIVEIRA LINS;13;Jornalista e Redator;PT;Não Eleito;1280925;227470;2026-01-06 16:45:04;2020
15555;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;SENADOR POMPEU;ANTÔNIO MAURÍCIO PINHEIRO JUCÁ;12;Policial Civil;PDT;Eleito;16120;8672;2026-01-06 16:45:04;2020
13854;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;CRATO;JOSÉ AILTON DE SOUSA BRASIL;13;Administrador;PT;Eleito;64626;30898;2026-01-06 16:45:04;2020
13366;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;TARRAFAS;CICERO PALACIO RODRIGUES;13;Professor de Ensino Fundamental;PT;Não Eleito;5918;17;2026-01-06 16:45:04;2020
14257;Parda;Divorciado(a);55 a 59 anos;Masculino;Superior completo;ITAIÇABA;FRANK GOMES FREITAS;12;Servidor Público Municipal;PDT;Eleito;5935;3045;2026-01-06 16:45:04;2020
14311;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;ITAPIÚNA;WAUSTON LUÍS CAVALCANTE DE FREITAS;12;Comerciante;PDT;Não Eleito;12641;4611;2026-01-06 16:45:04;2020
14060;Parda;Casado(a);55 a 59 anos;Feminino;Superior completo;IBARETAMA;ELIRIA MARIA FREITAS DE QUEIROZ;55;Sociólogo;PSD;Eleito;9953;3567;2026-01-06 16:45:04;2020
15091;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Fundamental completo;PARAMOTI;ANTONIO JOSE CAVALCANTE RANGEL;19;Empresário;PODE;Não Eleito;7973;2023;2026-01-06 16:45:04;2020
15830;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;VIÇOSA DO CEARÁ;DIVALDO CARNEIRO SOARES;12;Engenheiro;PDT;Não Eleito;34142;16197;2026-01-06 16:45:04;2020
14672;Preta;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;MILAGRES;EDSON KLEBER BEZERRA FERNANDES;90;Comerciante;PROS;Não Eleito;17271;245;2026-01-06 16:45:04;2020
15679;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;TAUÁ;EDYR LINCON CAVALCANTE DIAS;11;Médico;PP;Não Eleito;34684;4843;2026-01-06 16:45:04;2020
14117;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;IGUATU;JOSE SAMUEL GURGEL ALVES;14;Advogado;PTB;Não Eleito;53650;219;2026-01-06 16:45:04;2020
15458;Parda;Divorciado(a);65 a 69 anos;Masculino;Ensino Médio completo;SANTA QUITÉRIA;JOSÉ BRAGA BARROZO;40;Aposentado (Exceto Servidor Público);PSB;Eleito;24977;12835;2026-01-06 16:45:04;2020
15830;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio incompleto;VIÇOSA DO CEARÁ;JOSE FIRMINO DE ARRUDA;15;Prefeito;MDB;Eleito;34793;17746;2026-01-06 16:45:04;2020
13153;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental incompleto;ANTONINA DO NORTE;ORLANDO DE OLIVEIRA MORAIS;55;Prefeito;PSD;Não Eleito;5361;347;2026-01-06 16:45:04;2020
15334;Parda;Solteiro(a);40 a 44 anos;Masculino;Superior incompleto;REDENÇÃO;FRANCISCO ANTONIO PEREIRA GOMES;45;Auxiliar de Escritório e Assemelhados;PSDB;Não Eleito;15644;597;2026-01-06 16:45:04;2020
14273;Branca;Casado(a);70 a 74 anos;Masculino;Superior completo;ITAPAJÉ;RAIMUNDO DIMAS ARAÚJO CRUZ;12;Advogado;PDT;Não Eleito;30378;9454;2026-01-06 16:45:04;2020
15350;Branca;Casado(a);35 a 39 anos;Masculino;Superior incompleto;RERIUTABA;OSVALDO HONORIO LEMOS NETO;12;Prefeito;PDT;Não Eleito;12422;5940;2026-01-06 16:45:04;2020
13331;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental completo;AURORA;JOSÉ ADAILTON DE MACEDO;15;Agricultor;MDB;Não Eleito;15952;7097;2026-01-06 16:45:04;2020
13390;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;BARRO;MARIA PEREIRA DE LIRA SILVA;55;Vereador;PSD;Não Eleito;12097;5211;2026-01-06 16:45:04;2020
13579;Branca;Divorciado(a);50 a 54 anos;Masculino;Superior incompleto;CAPISTRANO;JOSENIAS EVANGELISTA DE ABREU;17;Aposentado (Exceto Servidor Público);PSL;Não Eleito;12821;512;2026-01-06 16:45:04;2020
14680;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;MIRAÍMA;ANTONIO EDNARDO BRAGA LIMA FILHO;22;Prefeito;PL;Eleito;9502;5026;2026-01-06 16:45:04;2020
13730;Parda;Casado(a);45 a 49 anos;Feminino;Superior completo;CAUCAIA;MARIA EMILIA PESSOA DE LIMA CARNEIRO;45;Vereador;PSDB;Não Eleito;169229;32492;2026-01-06 16:45:04;2020
14451;Branca;Casado(a);60 a 64 anos;Feminino;Ensino Médio completo;JATI;MARIA VILMA SILVA BRITO;40;Outros;PSB;Não Eleito;5460;1562;2026-01-06 16:45:04;2020
15598;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;SOBRAL;IVO FERREIRA GOMES;12;Advogado;PDT;Eleito;112314;66519;2026-01-06 16:45:04;2020
15156;Branca;Casado(a);35 a 39 anos;Feminino;Superior completo;PENTECOSTE;ILANNA MOURA AZEVEDO CIRILO;13;Psicólogo;PT;Não Eleito;24937;7825;2026-01-06 16:45:04;2020
14290;Branca;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;ITAPIPOCA;PAULO HENRIQUE RICARDO TEIXEIRA;17;Outros;PSL;Não Eleito;72614;1681;2026-01-06 16:45:04;2020
14893;Branca;Casado(a);45 a 49 anos;Masculino;Superior incompleto;NOVO ORIENTE;JESUINO RODRIGUES DE SAMPAIO NETO;77;Produtor Agropecuário;SOLIDARIEDADE;Eleito;9813;9813;2026-01-06 16:45:04;2020
13234;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;ARACOIABA;TELMO AMARO BEZERRA;33;Agente Administrativo;PMN;Não Eleito;20214;201;2026-01-06 16:45:04;2020
15750;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;UMARI;ALEX SANDRO RUFINO FERREIRA;55;Empresário;PSD;Eleito;4950;2777;2026-01-06 16:45:04;2020
13234;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;ARACOIABA;THIAGO CAMPELO NOGUEIRA;12;Advogado;PDT;Eleito;20214;12113;2026-01-06 16:45:04;2020
14338;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;ITATIRA;JOSÉ FERREIRA MATEUS;11;Agricultor;PP;Eleito;14201;7745;2026-01-06 16:45:04;2020
14419;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;JAGUARUANA;JOSE ELIAS DE OLIVEIRA;65;Empresário;PC do B;Eleito;22469;11603;2026-01-06 16:45:04;2020
14850;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;NOVA OLINDA;ÍTALO BRITO ALENCAR ALVES;11;Prefeito;PP;Eleito;9420;6400;2026-01-06 16:45:04;2020
13951;Parda;Solteiro(a);25 a 29 anos;Masculino;Superior completo;GRANJA;JOAO PAULO AGUIAR DA SILVA;40;Advogado;PSB;Não Eleito;30027;11528;2026-01-06 16:45:04;2020
14630;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;MAURITI;VICENTE DE PAULO DO NASCIMENTO;17;Músico;PSL;Não Eleito;26309;143;2026-01-06 16:45:04;2020
13420;Parda;Solteiro(a);25 a 29 anos;Masculino;Superior completo;ARARENDÁ;ALEXANDRE FELIX DUTRA;13;Advogado;PT;Eleito;6968;4610;2026-01-06 16:45:04;2020
13110;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;ALTANEIRA;FRANCISCO DARIOMAR RODRIGUES SOARES;13;Produtor Agropecuário;PT;Eleito;4945;2540;2026-01-06 16:45:04;2020
15857;Branca;Casado(a);35 a 39 anos;Masculino;Superior incompleto;MARACANAÚ;DANIEL HOLANDA BAIMA;13;Outros;PT;Não Eleito;118899;6194;2026-01-06 16:45:04;2020
13757;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;CEDRO;JOSE NIPONICO LIMA BEZERRA;70;Servidor Público Estadual;AVANTE;Não Eleito;15983;47;2026-01-06 16:45:04;2020
13145;Parda;Divorciado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;ACARAPE;SEBASTIÃO FERREIRA LIMA;36;Agricultor;PTC;Não Eleito;9866;16;2026-01-06 16:45:04;2020
13099;Parda;Solteiro(a);30 a 34 anos;Masculino;Ensino Médio incompleto;ALCÂNTARAS;JOAQUIM FREIRE CARVALHO;12;Comerciante;PDT;Eleito;7077;5251;2026-01-06 16:45:04;2020
13510;Parda;Divorciado(a);45 a 49 anos;Feminino;Superior completo;CAMOCIM;MARIA ELIZABETE MAGALHAES;12;Professor de Ensino Médio;PDT;Eleito;18253;18253;2026-01-06 16:45:04;2020
15199;Branca;Solteiro(a);45 a 49 anos;Masculino;Superior completo;PIQUET CARNEIRO;JOSÉ FRANCO VIEIRA NETO;17;Servidor Público Federal;PSL;Não Eleito;9371;139;2026-01-06 16:45:04;2020
15776;Preta;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio completo;URUBURETAMA;CARLOS EDUARDO DAVID FERREIRA;22;Comerciante;PL;Não Eleito;13769;4497;2026-01-06 16:45:04;2020
15490;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;SÃO GONÇALO DO AMARANTE;MARCELO FERREIRA TELES;90;Professor de Ensino Médio;PROS;Eleito;35292;15691;2026-01-06 16:45:04;2020
13633;Parda;Solteiro(a);35 a 39 anos;Feminino;Superior completo;CARIRIAÇU;KASSYANA MELO FEITOSA;22;Comerciante;PL;Não Eleito;18784;266;2026-01-06 16:45:04;2020
15873;Preta;Solteiro(a);55 a 59 anos;Masculino;Superior completo;AMONTADA;CLEBERT ALMANACY;55;Médico;PSD;Não Eleito;26067;712;2026-01-06 16:45:04;2020
14311;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio incompleto;ITAPIÚNA;FRANCISCO DÁRIO DE OLIVEIRA COELHO;15;Comerciante;MDB;Eleito;12641;5754;2026-01-06 16:45:04;2020
13552;Branca;Viúvo(a);60 a 64 anos;Feminino;Superior completo;CANINDÉ;MARIA DO ROSÁRIO ARAÚJO PEDROSA XIMENES;25;Prefeito;DEM;Eleito;41845;22234;2026-01-06 16:45:04;2020
15415;Parda;Viúvo(a);55 a 59 anos;Masculino;Ensino Fundamental incompleto;SANTANA DO ACARAÚ;FRANCISCO DAS CHAGAS MENDES;22;Vereador;PL;Eleito;11119;10187;2026-01-06 16:45:04;2020
13188;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental incompleto;HORIZONTE;MANOEL GOMES DE FARIAS NETO;12;Deputado;PDT;Eleito;44196;27349;2026-01-06 16:45:04;2020
13188;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;HORIZONTE;ALEXANDRE HOLANDA SABINO;27;Médico;DC;Não Eleito;44196;16205;2026-01-06 16:45:04;2020
15954;Parda;Divorciado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;ITAREMA;ELIZEU CHARLES MONTEIRO;12;Empresário;PDT;Eleito;24073;12658;2026-01-06 16:45:04;2020
14710;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;MOMBAÇA;EDUARDO PEDROZA;55;Vereador;PSD;Não Eleito;23651;11194;2026-01-06 16:45:04;2020
13730;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;CAUCAIA;VITOR PEREIRA VALIM;90;Jornalista e Redator;PROS;Segundo turno;169229;47171;2026-01-06 16:45:04;2020
98531;Parda;Viúvo(a);40 a 44 anos;Masculino;Ensino Médio completo;QUIXELÔ;JOSE MATIAS NETO;40;Empresário;PSB;Não Eleito;11406;327;2026-01-06 16:45:04;2020
14397;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;JAGUARIBE;ALEXANDRE GOMES DIOGENES;55;Zootecnista;PSD;Eleito;21656;9387;2026-01-06 16:45:04;2020
13498;Branca;Viúvo(a);55 a 59 anos;Feminino;Superior incompleto;BREJO SANTO;MARIA GISLAINE SANTANA SAMPAIO LANDIM;12;Empresário;PDT;Eleito;25517;15749;2026-01-06 16:45:04;2020
14613;Branca;Solteiro(a);25 a 29 anos;Masculino;Superior completo;MASSAPÊ;FRANCISCO JAMELI OLIVEIRA REINALDO;50;Professor de Ensino Médio;PSOL;Não Eleito;25109;153;2026-01-06 16:45:04;2020
13269;Preta;Divorciado(a);50 a 54 anos;Masculino;Superior completo;POTIRETAMA;JOSE EUDES DA SILVA;12;Prefeito;PDT;Não Eleito;5050;2295;2026-01-06 16:45:04;2020
13633;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;CARIRIAÇU;JOÃO MARCOS PEREIRA;55;Empresário;PSD;Não Eleito;18784;8401;2026-01-06 16:45:04;2020
13935;Parda;Casado(a);35 a 39 anos;Feminino;Superior completo;GENERAL SAMPAIO;LUCIANA ARAUJO VASCONCELOS;10;Médico;REPUBLICANOS;Não Eleito;6516;806;2026-01-06 16:45:04;2020
13285;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;PINDORETAMA;FRANCISCO ERIVANDO DOS SANTOS;10;Professor de Ensino Superior;REPUBLICANOS;Não Eleito;14746;93;2026-01-06 16:45:04;2020
14010;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;GUARACIABA DO NORTE;EGBERTO MARTINS FARIAS FILHO;40;Advogado;PSB;Não Eleito;23711;9514;2026-01-06 16:45:04;2020
13455;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;BELA CRUZ;JOSE OTACILIO DE MORAIS NETO;12;Servidor Público Municipal;PDT;Eleito;15926;6837;2026-01-06 16:45:04;2020
14290;Não Informado;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;ITAPIPOCA;FELIPE SOUZA PINHEIRO;13;Outros;PT;Eleito;72614;31760;2026-01-06 16:45:04;2020
98531;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;QUIXELÔ;JOSE ADIL VIEIRA JUNIOR;13;Advogado;PT;Eleito;11406;5666;2026-01-06 16:45:04;2020
15733;Branca;Solteiro(a);60 a 64 anos;Masculino;Ensino Médio completo;UBAJARA;FRANCISCO RENATO ALVES PESSOA;55;Empresário;PSD;Não Eleito;17999;7607;2026-01-06 16:45:04;2020
13277;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;ARATUBA;JOSE IVAN SANTOS NETO;11;Agricultor;PP;Não Eleito;9415;2725;2026-01-06 16:45:04;2020
14095;Branca;Separado(a) judicialmente;55 a 59 anos;Masculino;Superior completo;ICÓ;JOSÉ WILLIAMS SARMENTO DANTAS;65;Professor de Ensino Superior;PC do B;Não Eleito;36503;79;2026-01-06 16:45:04;2020
13471;Branca;Solteiro(a);40 a 44 anos;Feminino;Superior completo;BOA VIAGEM;ALINE CAVALCANTE VIEIRA;22;Agrônomo;PL;Não Eleito;31955;11928;2026-01-06 16:45:04;2020
14532;Branca;Solteiro(a);50 a 54 anos;Masculino;Ensino Fundamental completo;LIMOEIRO DO NORTE;FRANCISCO ROSÁLIO LOPES DANIEL;36;Empresário;PTC;Não Eleito;34295;3539;2026-01-06 16:45:04;2020
14273;Branca;Casado(a);50 a 54 anos;Feminino;Ensino Médio completo;ITAPAJÉ;STELA MARIA GOMES SOUSA CARNEIRO;14;Comerciário;PTB;Não Eleito;30378;2002;2026-01-06 16:45:04;2020
13994;Parda;Viúvo(a);55 a 59 anos;Feminino;Superior completo;GROAÍRAS;ZEILMA MARIA LOIOLA PAIVA;55;Aposentado (Exceto Servidor Público);PSD;Não Eleito;7396;243;2026-01-06 16:45:04;2020
14435;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;JARDIM;JOSE ALVARES COUTINHO JUNIOR;13;Ocupante de Cargo em Comissão;PT;Não Eleito;16365;973;2026-01-06 16:45:04;2020
13498;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;BREJO SANTO;EDMAR ALVES DE LUCENA JÚNIOR;17;Empresário;PSL;Não Eleito;25517;4313;2026-01-06 16:45:04;2020
15440;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;SALITRE;DORGIVAL PEREIRA FILHO;90;Comerciário;PROS;Eleito;10429;8000;2026-01-06 16:45:04;2020
15113;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;PEDRA BRANCA;MATHEUS PEREIRA MENDES;55;Empresário;PSD;Eleito;24015;13060;2026-01-06 16:45:04;2020
13897;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;FORTALEZA;RENATO ROSENO DE OLIVEIRA;50;Deputado;PSOL;Não Eleito;1280925;34346;2026-01-06 16:45:04;2020
13676;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;CARNAUBAL;JOSE WELITON SOUZA LEITE;12;Contador;PDT;Eleito;10379;6820;2026-01-06 16:45:04;2020
14958;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;PACATUBA;JARILSON ALEXANDRE AIRES;13;Enfermeiro;PT;Não Eleito;38714;567;2026-01-06 16:45:04;2020
13650;Parda;Solteiro(a);60 a 64 anos;Feminino;Superior completo;CARIÚS;ANA MARIA ANTUNES;65;Auxiliar de Escritório e Assemelhados;PC do B;Não Eleito;6588;338;2026-01-06 16:45:04;2020
13811;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;COREAÚ;CARLOS RONER FELIX ALBUQUERQUE;40;Prefeito;PSB;Não Eleito;7801;7801;2026-01-06 16:45:04;2020
15830;Parda;Divorciado(a);50 a 54 anos;Masculino;Superior completo;VIÇOSA DO CEARÁ;MAXMILIANO CARVALHO MAPURUNGA;90;Empresário;PROS;Não Eleito;34793;751;2026-01-06 16:45:04;2020
15156;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;PENTECOSTE;VICENTE DE PAULO SOUSA E SILVA;55;Outros;PSD;Não Eleito;24937;6274;2026-01-06 16:45:04;2020
14397;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;JAGUARIBE;MARIO CUNHA LIMA;22;Policial Militar;PL;Não Eleito;21656;2674;2026-01-06 16:45:04;2020
14290;Branca;Casado(a);70 a 74 anos;Masculino;Lê e escreve;ITAPIPOCA;ANTÔNIO ALVES DA SILVA;28;Comerciante;PRTB;Não Eleito;72614;92;2026-01-06 16:45:04;2020
13714;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;CATARINA;STELA MACLA FEITOSA DE MATOS RODRIGUES;55;Comerciante;PSD;Não Eleito;7316;3588;2026-01-06 16:45:04;2020
13471;Parda;Casado(a);45 a 49 anos;Masculino;Superior incompleto;BOA VIAGEM;JOSE CARNEIRO DANTAS FILHO;77;Empresário;SOLIDARIEDADE;Eleito;31955;19507;2026-01-06 16:45:04;2020
13137;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;ALTO SANTO;JOSE JOENI HOLANDA DE ARAUJO;55;Empresário;PSD;Eleito;10046;6261;2026-01-06 16:45:04;2020
13501;Parda;Solteiro(a);60 a 64 anos;Masculino;Ensino Médio completo;FORTIM;HILTON JOSÉ DE SOUSA;65;Professor de Ensino Médio;PC do B;Não Eleito;11637;1216;2026-01-06 16:45:04;2020
14974;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;PACOTI;FRANCISCO JOSÉ SAMPAIO LEITE;43;Administrador;PV;Não Eleito;8395;3544;2026-01-06 16:45:04;2020
14290;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;ITAPIPOCA;DAGMAURO SOUSA MOREIRA;10;Médico;REPUBLICANOS;Não Eleito;72614;11666;2026-01-06 16:45:04;2020
13285;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Fundamental completo;PINDORETAMA;CLAUDIO DA SILVA;17;Comerciante;PSL;Não Eleito;14746;2493;2026-01-06 16:45:04;2020
14036;Branca;Casado(a);35 a 39 anos;Feminino;Superior completo;GUARAMIRANGA;ROBERLANDIA FERREIRA CASTELO BRANCO;12;Administrador;PDT;Eleito;2785;2785;2026-01-06 16:45:04;2020
13285;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;PINDORETAMA;TADEU FERNANDES RODRIGUES;15;Comerciante;MDB;Não Eleito;14746;4770;2026-01-06 16:45:04;2020
15911;Parda;Casado(a);45 a 49 anos;Feminino;Superior completo;FORQUILHA;MARGARIDA MARIA FELIX ALBUQUERQUE PRADO;40;Servidor Público Municipal;PSB;Não Eleito;15135;7332;2026-01-06 16:45:04;2020
13870;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;FARIAS BRITO;FRANCISCO AUSTRAGEZIO SALES;12;Empresário;PDT;Eleito;13240;6735;2026-01-06 16:45:04;2020
13412;Branca;Solteiro(a);50 a 54 anos;Masculino;Superior incompleto;BATURITÉ;FRANCISCO ALBERTO RODRIGUES DA SILVA;43;Empresário;PV;Não Eleito;20203;29;2026-01-06 16:45:04;2020
13013;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;ABAIARA;PEDRO MARCOS BEZERRA MOREIRA;15;Empresário;MDB;Não Eleito;5733;2584;2026-01-06 16:45:04;2020
13994;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental incompleto;GROAÍRAS;FRANCISCO UELITON MARTINS VASCONCELOS;12;Prefeito;PDT;Não Eleito;7396;3220;2026-01-06 16:45:04;2020
15016;Parda;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;PALHANO;IVANILDO NUNES DA SILVA;13;Prefeito;PT;Eleito;7667;3422;2026-01-06 16:45:04;2020
14630;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;MAURITI;ISAAC GOMES DA SILVA JUNIOR;13;Comerciante;PT;Eleito;26309;15715;2026-01-06 16:45:04;2020
14532;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;LIMOEIRO DO NORTE;ROBERTO HOLANDA DUARTE;18;Empresário;REDE;Não Eleito;34295;800;2026-01-06 16:45:04;2020
13137;Parda;Casado(a);50 a 54 anos;Feminino;Superior completo;ALTO SANTO;MARIA IRISNEILE GADELHA SOUSA COSTA;11;Prefeito;PP;Não Eleito;10046;3785;2026-01-06 16:45:04;2020
14958;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;PACATUBA;RENATO CÉLIO CHAVES RODRIGUES;12;Engenheiro;PDT;Não Eleito;38714;15909;2026-01-06 16:45:04;2020
15652;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;TAMBORIL;PEDRO CALISTO DA SILVA;15;Prefeito;MDB;Não Eleito;16856;7159;2026-01-06 16:45:04;2020
14419;Branca;Solteiro(a);40 a 44 anos;Feminino;Superior completo;JAGUARUANA;ANA TERESA BARBOSA DE CARVALHO;13;Empresário;PT;Não Eleito;10723;10519;2026-01-06 16:45:04;2020
14630;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;MAURITI;FELIZARDO BARBOSA DE BRITO;90;Professor de Ensino Médio;PROS;Não Eleito;26309;312;2026-01-06 16:45:04;2020
13730;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;CAUCAIA;JOÃO ARY ALVES;33;Empresário;PMN;Não Eleito;169229;1023;2026-01-06 16:45:04;2020
13340;Parda;Solteiro(a);60 a 64 anos;Masculino;Ensino Médio completo;IPAPORANGA;JOSÉ DIOGO PEREIRA;22;Outros;PL;Não Eleito;7464;3102;2026-01-06 16:45:04;2020
15954;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Fundamental incompleto;ITAREMA;ALISANDRE MIRANDA COELHO;51;Empresário;PATRIOTA;Não Eleito;24073;10964;2026-01-06 16:45:04;2020
14532;Branca;Casado(a);35 a 39 anos;Feminino;Superior completo;LIMOEIRO DO NORTE;MARIA JOSÉ MAIA;55;Advogado;PSD;Não Eleito;34295;7327;2026-01-06 16:45:04;2020
13692;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Fundamental completo;CASCAVEL;LINDOMAR MONTEIRO DE LIMA;13;Produtor Agropecuário;PT;Não Eleito;44228;346;2026-01-06 16:45:04;2020
15571;Parda;Casado(a);65 a 69 anos;Masculino;Ensino Fundamental incompleto;SENADOR SÁ;JOSE CARNEIRO ALMADA;12;Comerciante;PDT;Não Eleito;5543;2287;2026-01-06 16:45:04;2020
13463;Parda;Divorciado(a);40 a 44 anos;Masculino;Ensino Fundamental incompleto;CHORÓ;CLEYLTON FERREIRA DA SILVA;77;Empresário;SOLIDARIEDADE;Não Eleito;9281;4023;2026-01-06 16:45:04;2020
15679;Branca;Solteiro(a);45 a 49 anos;Masculino;Ensino Fundamental incompleto;TAUÁ;RILDO DANTAS GUERRA;10;Agricultor;REPUBLICANOS;Não Eleito;34684;287;2026-01-06 16:45:04;2020
13277;Parda;Solteiro(a);30 a 34 anos;Masculino;Ensino Médio completo;ARATUBA;JOERLY RODRIGUES VICTOR;10;Servidor Público Municipal;REPUBLICANOS;Eleito;9415;3367;2026-01-06 16:45:04;2020
13064;Branca;Divorciado(a);65 a 69 anos;Masculino;Ensino Médio completo;GRAÇA;AUGUSTO BRITO;65;Agricultor;PC do B;Não Eleito;9256;4610;2026-01-06 16:45:04;2020
15539;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;SÃO LUÍS DO CURU;SATURNINO DE CASTRO GALLO;70;Administrador;AVANTE;Não Eleito;9138;148;2026-01-06 16:45:04;2020
13439;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental incompleto;BEBERIBE;JOSÉ ARI PEREIRA;19;Agricultor;PODE;Não Eleito;34922;444;2026-01-06 16:45:04;2020
13854;Preta;Solteiro(a);55 a 59 anos;Feminino;Superior completo;CRATO;ZULEIDE FERNANDES DE QUEIROZ;50;Professor de Ensino Superior;PSOL;Não Eleito;64626;6956;2026-01-06 16:45:04;2020
13358;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;BAIXIO;RAIMUNDO AMAURÍLIO ARAÚJO OLIVEIRA;12;Prefeito;PDT;Eleito;4076;2743;2026-01-06 16:45:04;2020
15059;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;PARACURU;WEMBLEY GOMES COSTA;12;Servidor Público Municipal;PDT;Eleito;22664;12790;2026-01-06 16:45:04;2020
15334;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;REDENÇÃO;DAVID SANTA CRUZ BENEVIDES;12;Prefeito;PDT;Eleito;15644;15047;2026-01-06 16:45:04;2020
14117;Parda;Divorciado(a);50 a 54 anos;Masculino;Ensino Médio incompleto;IGUATU;JUVENAL MULATO MACEDO;22;Policial Militar;PL;Não Eleito;53650;539;2026-01-06 16:45:04;2020
15610;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;SOLONÓPOLE;JOSE SIFREDO PINHEIRO;11;Comerciante;PP;Não Eleito;11696;5426;2026-01-06 16:45:04;2020
14192;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;IPUEIRAS;RAIMUNDO MELO SAMPAIO;12;Empresário;PDT;Não Eleito;23001;10256;2026-01-06 16:45:04;2020
14494;Parda;Divorciado(a);40 a 44 anos;Masculino;Superior incompleto;JUCÁS;FRANCISCO DE SALES RIBEIRO;10;Policial Civil;REPUBLICANOS;Não Eleito;15313;204;2026-01-06 16:45:04;2020
