Ano de eleição;Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Região;Situação totalização;Turno;Zona;Votos válidos;Votos nominais;Data de carga
2024;14613;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;MASSAPÊ;ANALBERTO JARDAS FERNANDES MOREIRA;50;Professor de Ensino Médio;PSOL;NORDESTE;Não Eleito;1;45;27550;77;2026-02-28 19:30:47
2024;13730;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;CAUCAIA;NAUMI GOMES DE AMORIM;55;Empresário;PSD;NORDESTE;Segundo turno;1;37;73422;24552;2026-02-28 19:30:47
2024;15091;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;PARAMOTI;PAULO SERGIO MARIZ SANTOS;13;Agrônomo;PT;NORDESTE;Não Eleito;1;111;8731;2499;2026-02-28 19:30:47
2024;14931;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;PACAJUS;JOSÉ WILSON ALVES CHAVES JUNIOR;11;Administrador;PP;NORDESTE;Não Eleito;1;49;44843;12163;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;JOSÉ BATISTA NETO;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;1;1;94182;34;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;JOSÉ BATISTA NETO;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;1;3;72239;33;2026-02-28 19:30:47
2024;13200;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;ERERÉ;GLAUBER LOPES DE HOLANDA;13;Enfermeiro;PT;NORDESTE;Eleito;1;10;4847;2438;2026-02-28 19:30:47
2024;15016;Parda;Casado(a);25 a 29 anos;Masculino;Ensino Médio completo;PALHANO;JOSE LUCIANO SILVA;13;Prefeito;PT;NORDESTE;Eleito;1;9;8803;4723;2026-02-28 19:30:47
2024;13951;Branca;Solteiro(a);55 a 59 anos;Masculino;Superior completo;GRANJA;FRANCISCO ANIBAL OLIVEIRA DE ARRUDA COELHO FILHO;13;Prefeito;PT;NORDESTE;Eleito;1;25;33805;23080;2026-02-28 19:30:47
2024;13897;Branca;Divorciado(a);65 a 69 anos;Masculino;Superior completo;FORTALEZA;JOSE SARTO NOGUEIRA MOREIRA;12;Prefeito;PDT;NORDESTE;Não Eleito;1;83;86575;9216;2026-02-28 19:30:47
2024;13897;Branca;Divorciado(a);65 a 69 anos;Masculino;Superior completo;FORTALEZA;JOSE SARTO NOGUEIRA MOREIRA;12;Prefeito;PDT;NORDESTE;Não Eleito;1;95;80638;11709;2026-02-28 19:30:47
2024;15679;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;TAUÁ;MURILLO PEDROSA DE CARVALHO;22;Advogado;PL;NORDESTE;Não Eleito;1;19;37542;794;2026-02-28 19:30:47
2024;13005;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;JIJOCA DE JERICOACOARA;LEANDRO CESAR DE SOUSA;11;Empresário;PP;NORDESTE;Eleito;1;30;17991;10680;2026-02-28 19:30:47
2024;13358;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;BAIXIO;RAIMUNDO AMAURILIO ARAUJO OLIVEIRA;12;Prefeito;PDT;NORDESTE;Não Eleito;1;92;4916;2374;2026-02-28 19:30:47
2024;13897;Preta;Separado(a) judicialmente;35 a 39 anos;Masculino;Ensino Médio completo;FORTALEZA;TECIO NUNES SALGADO;50;Outros;PSOL;NORDESTE;Não Eleito;1;114;83366;424;2026-02-28 19:30:47
2024;13897;Preta;Separado(a) judicialmente;35 a 39 anos;Masculino;Ensino Médio completo;FORTALEZA;TECIO NUNES SALGADO;50;Outros;PSOL;NORDESTE;Não Eleito;1;112;88807;607;2026-02-28 19:30:47
2024;14052;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;HIDROLÂNDIA;JOZÉ IVAN ARAÚJO MORORÓ;13;Médico;PT;NORDESTE;Não Eleito;1;54;13788;120;2026-02-28 19:30:47
2024;15296;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;QUIXERAMOBIM;ANTÔNIO EUGÊNIO GOMES DE ALMEIDA;12;Vereador;PDT;NORDESTE;Não Eleito;1;11;48430;11417;2026-02-28 19:30:47
2024;14516;Parda;Casado(a);45 a 49 anos;Feminino;Superior completo;LAVRAS DA MANGABEIRA;JANE JADNA NOBRE DE FRANÇA GOMES;44;Enfermeiro;UNIÃO;NORDESTE;Não Eleito;1;14;19391;3601;2026-02-28 19:30:47
2024;13110;Parda;Casado(a);55 a 59 anos;Feminino;Ensino Fundamental incompleto;ALTANEIRA;MARIA SILVANIA DE ANDRADE;13;Vereador;PT;NORDESTE;Não Eleito;1;53;6163;2908;2026-02-28 19:30:47
2024;15610;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;SOLONÓPOLE;JOSE WEBSTON NOGUEIRA PINHEIRO;55;Engenheiro;PSD;NORDESTE;Eleito;1;55;12648;7153;2026-02-28 19:30:47
2024;13595;Branca;Casado(a);60 a 64 anos;Feminino;Ensino Médio completo;CARIDADE;MARIA SIMONE FERNANDES TAVARES;40;Prefeito;PSB;NORDESTE;Eleito;1;111;14652;8540;2026-02-28 19:30:47
2024;98558;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;UMIRIM;JUDISON HENRIQUE LOPES ARAÚJO;40;Militar Reformado;PSB;NORDESTE;Eleito;1;23;13673;8124;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Segundo turno;1;85;74907;25626;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Segundo turno;1;83;86575;30503;2026-02-28 19:30:47
2024;14680;Branca;Casado(a);70 a 74 anos;Feminino;Ensino Fundamental completo;MIRAÍMA;OZANA COELHO RODRIGUES TEIXEIRA;11;Aposentado (Exceto Servidor Público);PP;NORDESTE;Eleito;1;89;10379;7664;2026-02-28 19:30:47
2024;13250;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental completo;ARARIPE;CICERO FERREIRA DA SILVA;15;Prefeito;MDB;NORDESTE;Não Eleito;1;68;14059;6913;2026-02-28 19:30:47
2024;14192;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;IPUEIRAS;REVSON MOURAO MORAIS;11;Servidor Público Estadual;PP;NORDESTE;Não Eleito;1;40;24326;1148;2026-02-28 19:30:47
2024;13714;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;CATARINA;RENAN BARROS GUEDES;15;Vereador;MDB;NORDESTE;Eleito;1;60;8718;4996;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Não Eleito;2;114;84969;41488;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Não Eleito;2;80;79149;36886;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Não Eleito;2;112;90014;46886;2026-02-28 19:30:47
2024;13129;Branca;Casado(a);50 a 54 anos;Feminino;Superior completo;BARREIRA;MARIA AUXILIADORA BEZERRA FECHINE;55;Médico;PSD;NORDESTE;Não Eleito;1;52;16805;7432;2026-02-28 19:30:47
2024;13234;Parda;Casado(a);35 a 39 anos;Masculino;Superior incompleto;ARACOIABA;ISAAC FURTADO DE FIGUEIREDO VASCONCELOS;10;Empresário;REPUBLICANOS;NORDESTE;Não Eleito;1;67;21596;7980;2026-02-28 19:30:47
2024;13897;Preta;Separado(a) judicialmente;35 a 39 anos;Masculino;Ensino Médio completo;FORTALEZA;TECIO NUNES SALGADO;50;Outros;PSOL;NORDESTE;Não Eleito;1;117;84214;441;2026-02-28 19:30:47
2024;13056;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;ACOPIARA;FABIA COLARES ALVES DE ALMEIDA BARBOSA;15;Farmacêutico;MDB;NORDESTE;Não Eleito;1;60;32778;14005;2026-02-28 19:30:47
2024;13650;Parda;Solteiro(a);40 a 44 anos;Feminino;Ensino Médio completo;CARIÚS;NATALIA FERREIRA GOMES;15;Dona de Casa;MDB;NORDESTE;Não Eleito;1;43;13490;6019;2026-02-28 19:30:47
2024;15857;Branca;Casado(a);50 a 54 anos;Masculino;Superior incompleto;MARACANAÚ;LUCINILDO DA FROTA BRITO;12;Deputado;PDT;NORDESTE;Não Eleito;1;104;66985;6702;2026-02-28 19:30:47
2024;13897;Parda;Casado(a);50 a 54 anos;Masculino;Superior incompleto;FORTALEZA;LUIS EDUARDO GRANGEIRO GIRÃO;30;Senador;NOVO;NORDESTE;Não Eleito;1;83;86575;714;2026-02-28 19:30:47
2024;15393;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;SABOEIRO;MARCONDES HERBSTER FERRAZ;13;Prefeito;PT;NORDESTE;Não Eleito;1;43;10922;4934;2026-02-28 19:30:47
2024;15334;Parda;Divorciado(a);50 a 54 anos;Feminino;Superior incompleto;REDENÇÃO;SELMA MARINHO FERNANDES;40;Administrador;PSB;NORDESTE;Eleito;1;52;18470;14076;2026-02-28 19:30:47
2024;98531;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;QUIXELÔ;JOSÉ ADIL VIEIRA JUNIOR;40;Prefeito;PSB;NORDESTE;Eleito;1;13;12811;9551;2026-02-28 19:30:47
2024;13080;Preta;Casado(a);55 a 59 anos;Masculino;Ensino Médio incompleto;TURURU;PEDRO SANTANA DE ALMEIDA FILHO;13;Policial Militar;PT;NORDESTE;Não Eleito;1;17;13375;4993;2026-02-28 19:30:47
2024;13730;Preta;Casado(a);55 a 59 anos;Masculino;Superior completo;CAUCAIA;WALDEMIR CATANHO DE SENA JUNIOR;13;Jornalista e Redator;PT;NORDESTE;Segundo turno;1;120;44092;12965;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Segundo turno;1;95;80638;25065;2026-02-28 19:30:47
2024;13188;Branca;Casado(a);35 a 39 anos;Masculino;Superior incompleto;HORIZONTE;RHENAN CAVALCANTE ASSUNÇÃO;25;Empresário;PRD;NORDESTE;Não Eleito;1;78;49791;10845;2026-02-28 19:30:47
2024;15857;Branca;Casado(a);80 a 84 anos;Masculino;Superior completo;MARACANAÚ;ROBERTO SOARES PESSOA;44;Administrador;UNIÃO;NORDESTE;Eleito;1;104;66985;41883;2026-02-28 19:30:47
2024;14699;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;MISSÃO VELHA;LUIZ ROSEMBERG DANTAS MACEDO FILHO;40;Médico;PSB;NORDESTE;Eleito;1;16;24703;13720;2026-02-28 19:30:47
2024;14893;Branca;Solteiro(a);55 a 59 anos;Masculino;Superior completo;NOVO ORIENTE;JOSE VALDENOR RODRIGUES CAVALCANTE;12;Empresário;PDT;NORDESTE;Não Eleito;1;99;17922;4359;2026-02-28 19:30:47
2024;13048;Branca;Casado(a);30 a 34 anos;Feminino;Superior completo;PIRES FERREIRA;LIVIA MARIA MESQUITA MORORO MUNIZ MARQUES;40;Prefeito;PSB;NORDESTE;Eleito;1;21;7527;5391;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Eleito;2;3;73527;35508;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Eleito;2;112;90014;43128;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Eleito;2;115;85678;42553;2026-02-28 19:30:47
2024;14230;Preta;Solteiro(a);35 a 39 anos;Feminino;Superior completo;IRAUÇUBA;HELOISA PINTO ARAUJO;22;Advogado;PL;NORDESTE;Não Eleito;1;41;16055;697;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;FORTALEZA;WAGNER SOUSA GOMES;44;Policial Militar;UNIÃO;NORDESTE;Não Eleito;1;112;88807;8275;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;FORTALEZA;WAGNER SOUSA GOMES;44;Policial Militar;UNIÃO;NORDESTE;Não Eleito;1;3;72239;6605;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;FORTALEZA;WAGNER SOUSA GOMES;44;Policial Militar;UNIÃO;NORDESTE;Não Eleito;1;116;90402;10091;2026-02-28 19:30:47
2024;14591;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental incompleto;MARTINÓPOLE;FRANCISCO EDIBERTO DE SOUZA;11;Prefeito;PP;NORDESTE;Eleito;1;25;9285;5997;2026-02-28 19:30:47
2024;15890;Não Informado;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;CRUZ;ODAIR JOSÉ MENDES DE VASCONCELOS;15;Outros;MDB;NORDESTE;Não Eleito;1;30;19089;1581;2026-02-28 19:30:47
2024;13897;Parda;Solteiro(a);60 a 64 anos;Masculino;Superior completo;FORTALEZA;FRANCISCO RAIMUNDO MALTA DE ARAUJO;21;Advogado;PCB;NORDESTE;Não Eleito;1;112;88807;0;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;JOSÉ BATISTA NETO;16;Trabalhador de Construção Civil;PSTU;NORDESTE;Não Eleito;1;115;84003;30;2026-02-28 19:30:47
2024;15458;Branca;Casado(a);70 a 74 anos;Masculino;Superior completo;SANTA QUITÉRIA;TOMÁS ANTÔNIO ALBUQUERQUE DE PAULA PESSOA;15;Outros;MDB;NORDESTE;Não Eleito;1;54;27534;8106;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Segundo turno;1;116;90402;39902;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Segundo turno;1;3;72239;28946;2026-02-28 19:30:47
2024;14753;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;MORADA NOVA;JOSE JEOVANE MAIA BARROS;30;Produtor Agropecuário;NOVO;NORDESTE;Não Eleito;1;47;48016;254;2026-02-28 19:30:47
2024;13420;Branca;Viúvo(a);80 a 84 anos;Masculino;Superior completo;ARARENDÁ;LUIZ FREIRES MELO;25;Advogado;PRD;NORDESTE;Não Eleito;1;48;7584;1714;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);50 a 54 anos;Masculino;Superior incompleto;FORTALEZA;GEORGE LIMA DE ARAÚJO;77;Empresário;SOLIDARIEDADE;NORDESTE;Não Eleito;1;117;84214;423;2026-02-28 19:30:47
2024;15253;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;POTENGI;SALVIANO LINARD DE ALENCAR;12;Empresário;PDT;NORDESTE;Eleito;1;68;6847;4246;2026-02-28 19:30:47
2024;13340;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;IPAPORANGA;ANTONIO AMARO PEREIRA OLIVEIRA;13;Prefeito;PT;NORDESTE;Eleito;1;20;8432;7754;2026-02-28 19:30:47
2024;15598;Branca;Divorciado(a);65 a 69 anos;Masculino;Superior completo;SOBRAL;OSCAR SPINDOLA RODRIGUES JUNIOR;44;Empresário;UNIÃO;NORDESTE;Eleito;1;121;53018;27437;2026-02-28 19:30:47
2024;13692;Branca;Casado(a);35 a 39 anos;Feminino;Superior completo;CASCAVEL;ANA AFIF MATEUS SARQUIS QUEIROZ;11;Médico;PP;NORDESTE;Eleito;1;7;49302;26925;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Eleito;2;82;80780;43560;2026-02-28 19:30:47
2024;14214;Branca;Casado(a);70 a 74 anos;Masculino;Superior completo;IRACEMA;JOSÉ JUAREZ DIÓGENES TAVARES;40;Administrador;PSB;NORDESTE;Não Eleito;1;86;10362;5031;2026-02-28 19:30:47
2024;14958;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;PACATUBA;RAFAEL MARQUES BASTOS;40;Administrador;PSB;NORDESTE;Não Eleito;1;57;47973;21031;2026-02-28 19:30:47
2024;13870;Branca;Divorciado(a);60 a 64 anos;Masculino;Superior completo;FARIAS BRITO;JOSÉ VANDEVELDER FREITAS FRANCELINO;13;Médico;PT;NORDESTE;Não Eleito;1;62;15497;7011;2026-02-28 19:30:47
2024;13056;Branca;Solteiro(a);50 a 54 anos;Feminino;Superior completo;ACOPIARA;ANA PATRICIA DE LIMA BARBOSA;10;Médico;REPUBLICANOS;NORDESTE;Não Eleito;1;60;32778;764;2026-02-28 19:30:47
2024;15270;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;QUIXADÁ;RICARDO JOSÉ ARAÚJO SILVEIRA;55;Prefeito;PSD;NORDESTE;Eleito;1;6;49282;34121;2026-02-28 19:30:47
2024;15458;Parda;Solteiro(a);35 a 39 anos;Feminino;Superior completo;SANTA QUITÉRIA;LIGIA MARIA BENEVINUTO DE SOUSA PROTASIO;13;Médico;PT;NORDESTE;Não Eleito;1;54;24735;6218;2026-02-28 19:30:47
2024;13170;Branca;Solteiro(a);35 a 39 anos;Feminino;Superior completo;APUIARÉS;IRIS MARIA CRUZ DE LIMA;13;Prefeito;PT;NORDESTE;Não Eleito;1;50;11136;3628;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;FORTALEZA;WAGNER SOUSA GOMES;44;Policial Militar;UNIÃO;NORDESTE;Não Eleito;1;85;74907;10032;2026-02-28 19:30:47
2024;14176;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;IPU;CARLOS SÉRGIO RUFINO MOREIRA;40;Administrador;PSB;NORDESTE;Não Eleito;1;21;27936;13417;2026-02-28 19:30:47
2024;13579;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;CAPISTRANO;FÉLIX SÉRGIO ARAÚJO;44;Vereador;UNIÃO;NORDESTE;Não Eleito;1;105;13802;534;2026-02-28 19:30:47
2024;14834;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;MULUNGU;LUCAS ARRUDA MARTINS;40;Empresário;PSB;NORDESTE;Eleito;1;5;8272;5124;2026-02-28 19:30:47
2024;14230;Branca;Solteiro(a);35 a 39 anos;Feminino;Superior incompleto;IRAUÇUBA;PATRICIA MARIA SANTOS BARRETO;40;Prefeito;PSB;NORDESTE;Eleito;1;41;16055;10178;2026-02-28 19:30:47
2024;13730;Parda;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;CAUCAIA;NAUMI GOMES DE AMORIM;55;Empresário;PSD;NORDESTE;Segundo turno;1;123;75486;35623;2026-02-28 19:30:47
2024;14931;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;PACAJUS;JOSÉ EDILSON DE CARVALHO LIMA;44;Empresário;UNIÃO;NORDESTE;Eleito;1;49;44843;12660;2026-02-28 19:30:47
2024;13897;Parda;Solteiro(a);60 a 64 anos;Masculino;Superior completo;FORTALEZA;FRANCISCO RAIMUNDO MALTA DE ARAUJO;21;Advogado;PCB;NORDESTE;Não Eleito;1;3;72239;0;2026-02-28 19:30:47
2024;13978;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;GRANJEIRO;FRANCISCO CLEMENTINO DE ALMEIDA;15;Comerciante;MDB;NORDESTE;Eleito;1;62;5496;3282;2026-02-28 19:30:47
2024;14133;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;INDEPENDÊNCIA;ANTONIO ITALO COUTINHO MACHADO;55;Empresário;PSD;NORDESTE;Não Eleito;1;39;18120;7083;2026-02-28 19:30:47
2024;15571;Parda;Casado(a);35 a 39 anos;Feminino;Superior completo;SENADOR SÁ;ZILMA SOUSA ARAUJO CORDEIRO;40;Vereador;PSB;NORDESTE;Não Eleito;1;45;1875;1875;2026-02-28 19:30:47
2024;14613;Branca;Divorciado(a);40 a 44 anos;Feminino;Superior completo;MASSAPÊ;ALINE AGUIAR ALBUQUERQUE;10;Prefeito;REPUBLICANOS;NORDESTE;Não Eleito;1;45;27550;13612;2026-02-28 19:30:47
2024;15695;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;TIANGUÁ;JOSÉ JAYDSON SARAIVA DE AGUIAR;12;Médico;PDT;NORDESTE;Não Eleito;1;81;46812;15081;2026-02-28 19:30:47
2024;13137;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;ALTO SANTO;JOSE JOENI HOLANDA DE ARAUJO;11;Empresário;PP;NORDESTE;Eleito;1;86;10476;8572;2026-02-28 19:30:47
2024;13480;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;ITAITINGA;EDUARDO CESAR BEZERRA DIOGENES;30;Empresário;NOVO;NORDESTE;Não Eleito;1;78;30384;823;2026-02-28 19:30:47
2024;13676;Branca;Solteiro(a);25 a 29 anos;Feminino;Superior completo;CARNAUBAL;ELLAYNE MARIA CHAVES MARTINS;15;Vereador;MDB;NORDESTE;Não Eleito;1;22;11359;3501;2026-02-28 19:30:47
2024;14672;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;MILAGRES;ABRAAO SAMPAIO DE LACERDA;77;Médico;SOLIDARIEDADE;NORDESTE;Não Eleito;1;26;17869;8305;2026-02-28 19:30:47
2024;14770;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;MORAÚJO;RUAN VICTOR ARAÚJO DE OLIVEIRA LIMA;55;Empresário;PSD;NORDESTE;Eleito;1;64;7402;4028;2026-02-28 19:30:47
2024;15512;Branca;Solteiro(a);50 a 54 anos;Masculino;Superior completo;SÃO JOÃO DO JAGUARIBE;RAIMUNDO CESAR MORAIS MAIA;55;Prefeito;PSD;NORDESTE;Eleito;1;91;4528;4528;2026-02-28 19:30:47
2024;13129;Parda;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio completo;BARREIRA;MARCIO GLEY NASCIMENTO SILVA;40;Vereador;PSB;NORDESTE;Eleito;1;52;16805;7994;2026-02-28 19:30:47
2024;15695;Branca;Casado(a);65 a 69 anos;Masculino;Ensino Médio incompleto;TIANGUÁ;JOSE CARDOSO TERCEIRO;33;Aposentado (Exceto Servidor Público);MOBILIZA;NORDESTE;Não Eleito;1;81;46812;605;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Segundo turno;1;116;90402;30016;2026-02-28 19:30:47
2024;13471;Parda;Casado(a);50 a 54 anos;Masculino;Superior incompleto;BOA VIAGEM;JOSE CARNEIRO DANTAS FILHO;40;Empresário;PSB;NORDESTE;Eleito;1;63;33851;30609;2026-02-28 19:30:47
2024;13170;Branca;Casado(a);55 a 59 anos;Feminino;Superior completo;APUIARÉS;ANARACY PINTO PINHO RUFINO;40;Fiscal;PSB;NORDESTE;Eleito;1;50;11136;6832;2026-02-28 19:30:47
2024;14575;Branca;Solteiro(a);25 a 29 anos;Masculino;Superior incompleto;MARCO;FRANCISCO ROGERIO OSTERNO AGUIAR NETO;40;Empresário;PSB;NORDESTE;Eleito;1;96;19092;12933;2026-02-28 19:30:47
2024;14311;Parda;Casado(a);65 a 69 anos;Masculino;Superior completo;ITAPIÚNA;RAIMUNDO LOPES JUNIOR;40;Outros;PSB;NORDESTE;Eleito;1;105;14002;7286;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Segundo turno;1;113;84049;28050;2026-02-28 19:30:47
2024;14435;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;JARDIM;ANTONIO FERNANDO COUTINHO;13;Médico;PT;NORDESTE;Eleito;1;119;17800;10326;2026-02-28 19:30:47
2024;15954;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;ITAREMA;FRANCISCO MAGALHAES MOTA;44;Empresário;UNIÃO;NORDESTE;Não Eleito;1;98;28216;2071;2026-02-28 19:30:47
2024;15199;Branca;Solteiro(a);40 a 44 anos;Masculino;Superior completo;PIQUET CARNEIRO;ISMAEL EDILTHON MARTINS NASCIMENTO;11;Médico;PP;NORDESTE;Não Eleito;1;12;10626;4601;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;FORTALEZA;EVANDRO SA BARRETO LEITAO;13;Deputado;PT;NORDESTE;Segundo turno;1;82;79979;29420;2026-02-28 19:30:47
2024;13307;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;OCARA;LEONILDO PEIXOTO FARIAS;40;Médico;PSB;NORDESTE;Eleito;1;67;22746;12381;2026-02-28 19:30:47
2024;15555;Parda;Casado(a);50 a 54 anos;Feminino;Superior completo;SENADOR POMPEU;MARCIA LIMA DE OLIVEIRA FREIRE;40;Advogado;PSB;NORDESTE;Eleito;1;12;17003;9220;2026-02-28 19:30:47
2024;15350;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;RERIUTABA;PEDRO HUMBERTO COELHO MARQUES;40;Prefeito;PSB;NORDESTE;Eleito;1;79;13482;8477;2026-02-28 19:30:47
2024;13510;Branca;Divorciado(a);50 a 54 anos;Feminino;Superior completo;CAMOCIM;MARIA ELIZABETE MAGALHÃES;40;Prefeito;PSB;NORDESTE;Eleito;1;32;40552;22021;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Segundo turno;1;95;80638;34344;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);25 a 29 anos;Masculino;Superior completo;FORTALEZA;ANDRE FERNANDES DE MOURA;22;Deputado;PL;NORDESTE;Segundo turno;1;115;84003;34705;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);50 a 54 anos;Masculino;Superior incompleto;FORTALEZA;GEORGE LIMA DE ARAÚJO;77;Empresário;SOLIDARIEDADE;NORDESTE;Não Eleito;1;112;88807;460;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);50 a 54 anos;Masculino;Superior incompleto;FORTALEZA;GEORGE LIMA DE ARAÚJO;77;Empresário;SOLIDARIEDADE;NORDESTE;Não Eleito;1;94;79500;415;2026-02-28 19:30:47
2024;13897;Branca;Casado(a);50 a 54 anos;Masculino;Superior incompleto;FORTALEZA;GEORGE LIMA DE ARAÚJO;77;Empresário;SOLIDARIEDADE;NORDESTE;Não Eleito;1;82;79979;384;2026-02-28 19:30:47
